"","Date","Pool","Number of Blocks","Percentage of Blocks"
"2711",2012-01-02,"Eligius",3,1.96078431372549
"2712",2012-01-02,"bitcoinPool",1,0.65359477124183
"2713",2012-01-02,"BTC Guild",23,15.0326797385621
"2714",2012-01-02,"BitMinter",6,3.92156862745098
"2715",2012-01-02,"p2Pool",2,1.30718954248366
"2716",2012-01-02,"Triplemining",3,1.96078431372549
"2717",2012-01-02,"EclipseMC",2,1.30718954248366
"2718",2012-01-02,"simplecoin.us",1,0.65359477124183
"2719",2012-01-02,"MTRed",1,0.65359477124183
"2720",2012-01-02,"Polmine",1,0.65359477124183
"2721",2012-01-02,"YourBTC",1,0.65359477124183
"2722",2012-01-03,"DeepBit",48,31.7880794701987
"2723",2012-01-03,"Unknown",63,41.7218543046358
"2724",2012-01-03,"BitMinter",2,1.32450331125828
"2725",2012-01-03,"EclipseMC",7,4.63576158940397
"2726",2012-01-03,"BTC Guild",25,16.5562913907285
"2727",2012-01-03,"YourBTC",3,1.98675496688742
"2728",2012-01-03,"Triplemining",1,0.662251655629139
"2729",2012-01-03,"Eligius",2,1.32450331125828
"2730",2012-01-04,"Unknown",60,37.7358490566038
"2731",2012-01-04,"DeepBit",52,32.7044025157233
"2732",2012-01-04,"BTC Guild",24,15.0943396226415
"2733",2012-01-04,"YourBTC",5,3.14465408805031
"2734",2012-01-04,"Eligius",4,2.51572327044025
"2735",2012-01-04,"Ozcoin",2,1.25786163522013
"2736",2012-01-04,"BitMinter",2,1.25786163522013
"2737",2012-01-04,"Polmine",1,0.628930817610063
"2738",2012-01-04,"bitcoinPool",1,0.628930817610063
"2739",2012-01-04,"MTRed",3,1.88679245283019
"2740",2012-01-04,"EclipseMC",2,1.25786163522013
"2741",2012-01-04,"simplecoin.us",3,1.88679245283019
"2742",2012-01-05,"EclipseMC",11,7.38255033557047
"2743",2012-01-05,"Unknown",45,30.2013422818792
"2744",2012-01-05,"DeepBit",54,36.241610738255
"2745",2012-01-05,"simplecoin.us",1,0.671140939597315
"2746",2012-01-05,"Eligius",8,5.36912751677852
"2747",2012-01-05,"BTC Guild",21,14.0939597315436
"2748",2012-01-05,"Polmine",1,0.671140939597315
"2749",2012-01-05,"YourBTC",4,2.68456375838926
"2750",2012-01-05,"BitMinter",1,0.671140939597315
"2751",2012-01-05,"Triplemining",2,1.34228187919463
"2752",2012-01-05,"MTRed",1,0.671140939597315
"2753",2012-01-06,"DeepBit",57,38.7755102040816
"2754",2012-01-06,"Unknown",55,37.4149659863946
"2755",2012-01-06,"YourBTC",3,2.04081632653061
"2756",2012-01-06,"BTC Guild",21,14.2857142857143
"2757",2012-01-06,"p2Pool",2,1.36054421768707
"2758",2012-01-06,"Eligius",4,2.72108843537415
"2759",2012-01-06,"bitcoinPool",1,0.680272108843537
"2760",2012-01-06,"Triplemining",1,0.680272108843537
"2761",2012-01-06,"MTRed",1,0.680272108843537
"2762",2012-01-06,"Ozcoin",1,0.680272108843537
"2763",2012-01-06,"EclipseMC",1,0.680272108843537
"2764",2012-01-07,"Unknown",51,29.8245614035088
"2765",2012-01-07,"DeepBit",76,44.4444444444444
"2766",2012-01-07,"BTC Guild",23,13.4502923976608
"2767",2012-01-07,"bitcoinPool",2,1.16959064327485
"2768",2012-01-07,"MTRed",4,2.33918128654971
"2769",2012-01-07,"Eligius",7,4.09356725146199
"2770",2012-01-07,"EclipseMC",4,2.33918128654971
"2771",2012-01-07,"Polmine",1,0.584795321637427
"2772",2012-01-07,"50BTC.com",2,1.16959064327485
"2773",2012-01-07,"Ozcoin",1,0.584795321637427
"2774",2012-01-08,"Unknown",65,35.3260869565217
"2775",2012-01-08,"DeepBit",72,39.1304347826087
"2776",2012-01-08,"Itzod",1,0.543478260869565
"2777",2012-01-08,"BTC Guild",21,11.4130434782609
"2778",2012-01-08,"Eligius",6,3.26086956521739
"2779",2012-01-08,"Polmine",2,1.08695652173913
"2780",2012-01-08,"EclipseMC",4,2.17391304347826
"2781",2012-01-08,"MTRed",4,2.17391304347826
"2782",2012-01-08,"BitMinter",3,1.6304347826087
"2783",2012-01-08,"bitcoinPool",5,2.71739130434783
"2784",2012-01-08,"p2Pool",1,0.543478260869565
"2785",2012-01-09,"DeepBit",52,31.9018404907975
"2786",2012-01-09,"Unknown",68,41.7177914110429
"2787",2012-01-09,"EclipseMC",7,4.29447852760736
"2788",2012-01-09,"BTC Guild",22,13.4969325153374
"2789",2012-01-09,"Nmcbit.com",2,1.22699386503067
"2790",2012-01-09,"bitcoinPool",2,1.22699386503067
"2791",2012-01-09,"Eligius",4,2.45398773006135
"2792",2012-01-09,"Ozcoin",2,1.22699386503067
"2793",2012-01-09,"Triplemining",1,0.613496932515337
"2794",2012-01-09,"BitMinter",1,0.613496932515337
"2795",2012-01-09,"simplecoin.us",1,0.613496932515337
"2796",2012-01-09,"p2Pool",1,0.613496932515337
"2797",2012-01-10,"DeepBit",52,31.7073170731707
"2798",2012-01-10,"Ozcoin",6,3.65853658536585
"2799",2012-01-10,"Unknown",62,37.8048780487805
"2800",2012-01-10,"BTC Guild",24,14.6341463414634
"2801",2012-01-10,"EclipseMC",6,3.65853658536585
"2802",2012-01-10,"YourBTC",2,1.21951219512195
"2803",2012-01-10,"Eligius",5,3.04878048780488
"2804",2012-01-10,"bitcoinPool",3,1.82926829268293
"2805",2012-01-10,"50BTC.com",1,0.609756097560976
"2806",2012-01-10,"Ass Penny pool",1,0.609756097560976
"2807",2012-01-10,"p2Pool",1,0.609756097560976
"2808",2012-01-10,"Nmcbit.com",1,0.609756097560976
"2809",2012-01-11,"DeepBit",54,38.2978723404255
"2810",2012-01-11,"Unknown",49,34.7517730496454
"2811",2012-01-11,"BTC Guild",23,16.3120567375887
"2812",2012-01-11,"Eligius",4,2.83687943262411
"2813",2012-01-11,"bitcoinPool",2,1.41843971631206
"2814",2012-01-11,"Ozcoin",3,2.12765957446809
"2815",2012-01-11,"EclipseMC",5,3.54609929078014
"2816",2012-01-11,"BitMinter",1,0.709219858156028
"2817",2012-01-12,"EclipseMC",4,2.61437908496732
"2818",2012-01-12,"DeepBit",63,41.1764705882353
"2819",2012-01-12,"Unknown",53,34.640522875817
"2820",2012-01-12,"Eligius",4,2.61437908496732
"2821",2012-01-12,"BTC Guild",16,10.4575163398693
"2822",2012-01-12,"bitcoinPool",3,1.96078431372549
"2823",2012-01-12,"Ozcoin",2,1.30718954248366
"2824",2012-01-12,"YourBTC",2,1.30718954248366
"2825",2012-01-12,"Polmine",1,0.65359477124183
"2826",2012-01-12,"BitMinter",2,1.30718954248366
"2827",2012-01-12,"p2Pool",1,0.65359477124183
"2828",2012-01-12,"MTRed",1,0.65359477124183
"2829",2012-01-12,"Itzod",1,0.65359477124183
"2830",2012-01-13,"Unknown",51,32.9032258064516
"2831",2012-01-13,"BTC Guild",19,12.258064516129
"2832",2012-01-13,"DeepBit",65,41.9354838709677
"2833",2012-01-13,"Ozcoin",5,3.2258064516129
"2834",2012-01-13,"BitMinter",3,1.93548387096774
"2835",2012-01-13,"Eligius",1,0.645161290322581
"2836",2012-01-13,"EclipseMC",7,4.51612903225806
"2837",2012-01-13,"Polmine",1,0.645161290322581
"2838",2012-01-13,"Triplemining",2,1.29032258064516
"2839",2012-01-13,"50BTC.com",1,0.645161290322581
"2840",2012-01-14,"EclipseMC",13,9.28571428571429
"2841",2012-01-14,"BTC Guild",16,11.4285714285714
"2842",2012-01-14,"Unknown",42,30
"2843",2012-01-14,"DeepBit",53,37.8571428571429
"2844",2012-01-14,"Ozcoin",6,4.28571428571429
"2845",2012-01-14,"Eligius",5,3.57142857142857
"2846",2012-01-14,"bitcoinPool",1,0.714285714285714
"2847",2012-01-14,"simplecoin.us",1,0.714285714285714
"2848",2012-01-14,"Polmine",1,0.714285714285714
"2849",2012-01-14,"p2Pool",1,0.714285714285714
"2850",2012-01-14,"BitMinter",1,0.714285714285714
"2851",2012-01-15,"Eligius",4,2.66666666666667
"2852",2012-01-15,"DeepBit",60,40
"2853",2012-01-15,"Unknown",42,28
"2854",2012-01-15,"BTC Guild",21,14
"2855",2012-01-15,"p2Pool",2,1.33333333333333
"2856",2012-01-15,"Ozcoin",8,5.33333333333333
"2857",2012-01-15,"MTRed",2,1.33333333333333
"2858",2012-01-15,"EclipseMC",4,2.66666666666667
"2859",2012-01-15,"bitcoinPool",1,0.666666666666667
"2860",2012-01-15,"BitMinter",1,0.666666666666667
"2861",2012-01-15,"Triplemining",3,2
"2862",2012-01-15,"YourBTC",1,0.666666666666667
"2863",2012-01-15,"Itzod",1,0.666666666666667
"2864",2012-01-16,"DeepBit",45,32.3741007194245
"2865",2012-01-16,"Unknown",60,43.1654676258993
"2866",2012-01-16,"Ozcoin",5,3.59712230215827
"2867",2012-01-16,"BTC Guild",16,11.5107913669065
"2868",2012-01-16,"EclipseMC",2,1.43884892086331
"2869",2012-01-16,"Triplemining",1,0.719424460431655
"2870",2012-01-16,"bitcoinPool",1,0.719424460431655
"2871",2012-01-16,"Polmine",1,0.719424460431655
"2872",2012-01-16,"Eligius",4,2.87769784172662
"2873",2012-01-16,"simplecoin.us",1,0.719424460431655
"2874",2012-01-16,"BitMinter",1,0.719424460431655
"2875",2012-01-16,"MTRed",2,1.43884892086331
"2876",2012-01-17,"Unknown",62,35.4285714285714
"2877",2012-01-17,"DeepBit",62,35.4285714285714
"2878",2012-01-17,"BTC Guild",18,10.2857142857143
"2879",2012-01-17,"MTRed",5,2.85714285714286
"2880",2012-01-17,"Polmine",1,0.571428571428571
"2881",2012-01-17,"Eligius",5,2.85714285714286
"2882",2012-01-17,"50BTC.com",1,0.571428571428571
"2883",2012-01-17,"EclipseMC",5,2.85714285714286
"2884",2012-01-17,"Ozcoin",4,2.28571428571429
"2885",2012-01-17,"bitcoinPool",2,1.14285714285714
"2886",2012-01-17,"p2Pool",2,1.14285714285714
"2887",2012-01-17,"BitMinter",4,2.28571428571429
"2888",2012-01-17,"Nmcbit.com",2,1.14285714285714
"2889",2012-01-17,"Itzod",2,1.14285714285714
"2890",2012-01-18,"Eligius",9,5.73248407643312
"2891",2012-01-18,"Unknown",58,36.9426751592357
"2892",2012-01-18,"Triplemining",1,0.636942675159236
"2893",2012-01-18,"BTC Guild",17,10.828025477707
"2894",2012-01-18,"DeepBit",49,31.2101910828025
"2895",2012-01-18,"EclipseMC",9,5.73248407643312
"2896",2012-01-18,"MTRed",3,1.91082802547771
"2897",2012-01-18,"Ozcoin",5,3.18471337579618
"2898",2012-01-18,"50BTC.com",1,0.636942675159236
"2899",2012-01-18,"Itzod",1,0.636942675159236
"2900",2012-01-18,"BitMinter",2,1.27388535031847
"2901",2012-01-18,"Nmcbit.com",1,0.636942675159236
"2902",2012-01-18,"bitcoinPool",1,0.636942675159236
"2903",2012-01-19,"Unknown",37,28.90625
"2904",2012-01-19,"BTC Guild",17,13.28125
"2905",2012-01-19,"DeepBit",54,42.1875
"2906",2012-01-19,"Ozcoin",3,2.34375
"2907",2012-01-19,"EclipseMC",7,5.46875
"2908",2012-01-19,"bitcoinPool",2,1.5625
"2909",2012-01-19,"Eligius",3,2.34375
"2910",2012-01-19,"p2Pool",2,1.5625
"2911",2012-01-19,"50BTC.com",1,0.78125
"2912",2012-01-19,"Triplemining",1,0.78125
"2913",2012-01-19,"MTRed",1,0.78125
"2914",2012-01-20,"Unknown",44,29.3333333333333
"2915",2012-01-20,"DeepBit",64,42.6666666666667
"2916",2012-01-20,"EclipseMC",6,4
"2917",2012-01-20,"50BTC.com",2,1.33333333333333
"2918",2012-01-20,"BTC Guild",21,14
"2919",2012-01-20,"Eligius",4,2.66666666666667
"2920",2012-01-20,"p2Pool",1,0.666666666666667
"2921",2012-01-20,"simplecoin.us",1,0.666666666666667
"2922",2012-01-20,"Triplemining",2,1.33333333333333
"2923",2012-01-20,"Itzod",1,0.666666666666667
"2924",2012-01-20,"Ozcoin",1,0.666666666666667
"2925",2012-01-20,"MTRed",2,1.33333333333333
"2926",2012-01-20,"BitMinter",1,0.666666666666667
"2927",2012-01-21,"Unknown",47,32.1917808219178
"2928",2012-01-21,"DeepBit",58,39.7260273972603
"2929",2012-01-21,"MTRed",1,0.684931506849315
"2930",2012-01-21,"BTC Guild",19,13.013698630137
"2931",2012-01-21,"EclipseMC",8,5.47945205479452
"2932",2012-01-21,"Ozcoin",4,2.73972602739726
"2933",2012-01-21,"Itzod",1,0.684931506849315
"2934",2012-01-21,"50BTC.com",1,0.684931506849315
"2935",2012-01-21,"Eligius",3,2.05479452054794
"2936",2012-01-21,"p2Pool",1,0.684931506849315
"2937",2012-01-21,"simplecoin.us",2,1.36986301369863
"2938",2012-01-21,"Nmcbit.com",1,0.684931506849315
"2939",2012-01-22,"BTC Guild",18,11.0429447852761
"2940",2012-01-22,"Unknown",56,34.3558282208589
"2941",2012-01-22,"Itzod",1,0.613496932515337
"2942",2012-01-22,"DeepBit",73,44.7852760736196
"2943",2012-01-22,"p2Pool",1,0.613496932515337
"2944",2012-01-22,"Ozcoin",4,2.45398773006135
"2945",2012-01-22,"EclipseMC",3,1.84049079754601
"2946",2012-01-22,"bitcoinPool",2,1.22699386503067
"2947",2012-01-22,"simplecoin.us",1,0.613496932515337
"2948",2012-01-22,"BitMinter",2,1.22699386503067
"2949",2012-01-22,"Eligius",2,1.22699386503067
"2950",2012-01-23,"BTC Guild",15,11.0294117647059
"2951",2012-01-23,"BitMinter",2,1.47058823529412
"2952",2012-01-23,"Unknown",49,36.0294117647059
"2953",2012-01-23,"EclipseMC",7,5.14705882352941
"2954",2012-01-23,"Eligius",3,2.20588235294118
"2955",2012-01-23,"DeepBit",53,38.9705882352941
"2956",2012-01-23,"p2Pool",2,1.47058823529412
"2957",2012-01-23,"simplecoin.us",3,2.20588235294118
"2958",2012-01-23,"Ozcoin",1,0.735294117647059
"2959",2012-01-23,"bitcoinPool",1,0.735294117647059
"2960",2012-01-24,"BTC Guild",15,8.82352941176471
"2961",2012-01-24,"DeepBit",63,37.0588235294118
"2962",2012-01-24,"Unknown",64,37.6470588235294
"2963",2012-01-24,"Eligius",8,4.70588235294118
"2964",2012-01-24,"Polmine",3,1.76470588235294
"2965",2012-01-24,"p2Pool",5,2.94117647058824
"2966",2012-01-24,"50BTC.com",2,1.17647058823529
"2967",2012-01-24,"EclipseMC",5,2.94117647058824
"2968",2012-01-24,"Ozcoin",5,2.94117647058824
"2969",2012-01-25,"DeepBit",44,31.6546762589928
"2970",2012-01-25,"Unknown",48,34.5323741007194
"2971",2012-01-25,"EclipseMC",13,9.35251798561151
"2972",2012-01-25,"BTC Guild",12,8.63309352517986
"2973",2012-01-25,"Eligius",5,3.59712230215827
"2974",2012-01-25,"Polmine",3,2.15827338129496
"2975",2012-01-25,"Ozcoin",4,2.87769784172662
"2976",2012-01-25,"MTRed",3,2.15827338129496
"2977",2012-01-25,"BitMinter",2,1.43884892086331
"2978",2012-01-25,"bitcoinPool",1,0.719424460431655
"2979",2012-01-25,"btcserv.net",1,0.719424460431655
"2980",2012-01-25,"simplecoin.us",2,1.43884892086331
"2981",2012-01-25,"Triplemining",1,0.719424460431655
"2982",2012-01-26,"DeepBit",61,41.2162162162162
"2983",2012-01-26,"MTRed",3,2.02702702702703
"2984",2012-01-26,"Unknown",56,37.8378378378378
"2985",2012-01-26,"BTC Guild",11,7.43243243243243
"2986",2012-01-26,"EclipseMC",5,3.37837837837838
"2987",2012-01-26,"Eligius",5,3.37837837837838
"2988",2012-01-26,"bitcoinPool",2,1.35135135135135
"2989",2012-01-26,"simplecoin.us",1,0.675675675675676
"2990",2012-01-26,"50BTC.com",1,0.675675675675676
"2991",2012-01-26,"BitMinter",1,0.675675675675676
"2992",2012-01-26,"p2Pool",2,1.35135135135135
"2993",2012-01-27,"Unknown",45,32.6086956521739
"2994",2012-01-27,"DeepBit",54,39.1304347826087
"2995",2012-01-27,"simplecoin.us",1,0.72463768115942
"2996",2012-01-27,"BTC Guild",15,10.8695652173913
"2997",2012-01-27,"Ozcoin",3,2.17391304347826
"2998",2012-01-27,"EclipseMC",5,3.6231884057971
"2999",2012-01-27,"btcserv.net",3,2.17391304347826
"3000",2012-01-27,"Ass Penny pool",1,0.72463768115942
"3001",2012-01-27,"bitcoinPool",1,0.72463768115942
"3002",2012-01-27,"Eligius",4,2.89855072463768
"3003",2012-01-27,"Slush",5,3.6231884057971
"3004",2012-01-27,"BitMinter",1,0.72463768115942
"3005",2012-01-28,"DeepBit",43,30.4964539007092
"3006",2012-01-28,"Unknown",27,19.1489361702128
"3007",2012-01-28,"BitMinter",3,2.12765957446809
"3008",2012-01-28,"MTRed",3,2.12765957446809
"3009",2012-01-28,"50BTC.com",1,0.709219858156028
"3010",2012-01-28,"Triplemining",4,2.83687943262411
"3011",2012-01-28,"bitcoinPool",4,2.83687943262411
"3012",2012-01-28,"BTC Guild",22,15.6028368794326
"3013",2012-01-28,"EclipseMC",6,4.25531914893617
"3014",2012-01-28,"Slush",21,14.8936170212766
"3015",2012-01-28,"Ozcoin",4,2.83687943262411
"3016",2012-01-28,"Polmine",1,0.709219858156028
"3017",2012-01-28,"Eligius",1,0.709219858156028
"3018",2012-01-28,"p2Pool",1,0.709219858156028
"3019",2012-01-29,"EclipseMC",8,5.51724137931035
"3020",2012-01-29,"Unknown",28,19.3103448275862
"3021",2012-01-29,"DeepBit",52,35.8620689655172
"3022",2012-01-29,"Nmcbit.com",2,1.37931034482759
"3023",2012-01-29,"Slush",26,17.9310344827586
"3024",2012-01-29,"BitMinter",1,0.689655172413793
"3025",2012-01-29,"p2Pool",2,1.37931034482759
"3026",2012-01-29,"BTC Guild",18,12.4137931034483
"3027",2012-01-29,"simplecoin.us",1,0.689655172413793
"3028",2012-01-29,"50BTC.com",1,0.689655172413793
"3029",2012-01-29,"Polmine",1,0.689655172413793
"3030",2012-01-29,"btcserv.net",1,0.689655172413793
"3031",2012-01-29,"Eligius",3,2.06896551724138
"3032",2012-01-29,"Ozcoin",1,0.689655172413793
"3033",2012-01-30,"DeepBit",60,35.9281437125749
"3034",2012-01-30,"Slush",19,11.377245508982
"3035",2012-01-30,"Unknown",38,22.7544910179641
"3036",2012-01-30,"btcserv.net",2,1.19760479041916
"3037",2012-01-30,"BTC Guild",25,14.9700598802395
"3038",2012-01-30,"p2Pool",2,1.19760479041916
"3039",2012-01-30,"Eligius",5,2.9940119760479
"3040",2012-01-30,"MTRed",3,1.79640718562874
"3041",2012-01-30,"BitMinter",4,2.39520958083832
"3042",2012-01-30,"Ozcoin",4,2.39520958083832
"3043",2012-01-30,"EclipseMC",4,2.39520958083832
"3044",2012-01-30,"50BTC.com",1,0.598802395209581
"3045",2012-01-31,"BTC Guild",33,19.1860465116279
"3046",2012-01-31,"bitcoinPool",1,0.581395348837209
"3047",2012-01-31,"DeepBit",63,36.6279069767442
"3048",2012-01-31,"Slush",22,12.7906976744186
"3049",2012-01-31,"Ozcoin",8,4.65116279069767
"3050",2012-01-31,"Unknown",29,16.8604651162791
"3051",2012-01-31,"EclipseMC",4,2.32558139534884
"3052",2012-01-31,"p2Pool",2,1.16279069767442
"3053",2012-01-31,"Itzod",3,1.74418604651163
"3054",2012-01-31,"MTRed",1,0.581395348837209
"3055",2012-01-31,"Polmine",1,0.581395348837209
"3056",2012-01-31,"Nmcbit.com",2,1.16279069767442
"3057",2012-01-31,"Eligius",3,1.74418604651163
"3058",2012-02-01,"BTC Guild",11,7.33333333333333
"3059",2012-02-01,"DeepBit",57,38
"3060",2012-02-01,"Unknown",30,20
"3061",2012-02-01,"p2Pool",2,1.33333333333333
"3062",2012-02-01,"Slush",32,21.3333333333333
"3063",2012-02-01,"simplecoin.us",1,0.666666666666667
"3064",2012-02-01,"EclipseMC",4,2.66666666666667
"3065",2012-02-01,"btcserv.net",1,0.666666666666667
"3066",2012-02-01,"Eligius",5,3.33333333333333
"3067",2012-02-01,"Ozcoin",2,1.33333333333333
"3068",2012-02-01,"BitMinter",1,0.666666666666667
"3069",2012-02-01,"50BTC.com",3,2
"3070",2012-02-01,"Itzod",1,0.666666666666667
"3071",2012-02-02,"Slush",25,17.7304964539007
"3072",2012-02-02,"DeepBit",49,34.7517730496454
"3073",2012-02-02,"Unknown",19,13.4751773049645
"3074",2012-02-02,"Eligius",5,3.54609929078014
"3075",2012-02-02,"BTC Guild",20,14.1843971631206
"3076",2012-02-02,"Polmine",1,0.709219858156028
"3077",2012-02-02,"Triplemining",5,3.54609929078014
"3078",2012-02-02,"bitcoinPool",3,2.12765957446809
"3079",2012-02-02,"EclipseMC",4,2.83687943262411
"3080",2012-02-02,"Nmcbit.com",3,2.12765957446809
"3081",2012-02-02,"BitMinter",1,0.709219858156028
"3082",2012-02-02,"Ozcoin",2,1.41843971631206
"3083",2012-02-02,"p2Pool",2,1.41843971631206
"3084",2012-02-02,"50BTC.com",2,1.41843971631206
"3085",2012-02-03,"DeepBit",55,34.5911949685535
"3086",2012-02-03,"Slush",27,16.9811320754717
"3087",2012-02-03,"Unknown",23,14.4654088050314
"3088",2012-02-03,"BTC Guild",29,18.2389937106918
"3089",2012-02-03,"p2Pool",2,1.25786163522013
"3090",2012-02-03,"Ozcoin",4,2.51572327044025
"3091",2012-02-03,"EclipseMC",5,3.14465408805031
"3092",2012-02-03,"Eligius",3,1.88679245283019
"3093",2012-02-03,"bitcoinPool",8,5.0314465408805
"3094",2012-02-03,"btcserv.net",1,0.628930817610063
"3095",2012-02-03,"50BTC.com",1,0.628930817610063
"3096",2012-02-03,"Polmine",1,0.628930817610063
"3097",2012-02-04,"Unknown",37,23.4177215189873
"3098",2012-02-04,"DeepBit",60,37.9746835443038
"3099",2012-02-04,"bitcoinPool",2,1.26582278481013
"3100",2012-02-04,"BTC Guild",15,9.49367088607595
"3101",2012-02-04,"Slush",16,10.126582278481
"3102",2012-02-04,"EclipseMC",13,8.22784810126582
"3103",2012-02-04,"Eligius",6,3.79746835443038
"3104",2012-02-04,"Ozcoin",6,3.79746835443038
"3105",2012-02-04,"50BTC.com",2,1.26582278481013
"3106",2012-02-04,"Triplemining",1,0.632911392405063
"3107",2012-02-05,"DeepBit",46,29.2993630573248
"3108",2012-02-05,"Slush",31,19.7452229299363
"3109",2012-02-05,"Ozcoin",4,2.54777070063694
"3110",2012-02-05,"BTC Guild",24,15.2866242038217
"3111",2012-02-05,"Unknown",33,21.0191082802548
"3112",2012-02-05,"BitMinter",4,2.54777070063694
"3113",2012-02-05,"EclipseMC",5,3.18471337579618
"3114",2012-02-05,"50BTC.com",2,1.27388535031847
"3115",2012-02-05,"Eligius",3,1.91082802547771
"3116",2012-02-05,"Nmcbit.com",3,1.91082802547771
"3117",2012-02-05,"p2Pool",1,0.636942675159236
"3118",2012-02-05,"Polmine",1,0.636942675159236
"3119",2012-02-06,"DeepBit",57,40.1408450704225
"3120",2012-02-06,"Slush",15,10.5633802816901
"3121",2012-02-06,"Unknown",36,25.3521126760563
"3122",2012-02-06,"EclipseMC",6,4.22535211267606
"3123",2012-02-06,"Eligius",5,3.52112676056338
"3124",2012-02-06,"BitMinter",3,2.11267605633803
"3125",2012-02-06,"BTC Guild",12,8.45070422535211
"3126",2012-02-06,"50BTC.com",2,1.40845070422535
"3127",2012-02-06,"Triplemining",2,1.40845070422535
"3128",2012-02-06,"MTRed",1,0.704225352112676
"3129",2012-02-06,"Itzod",1,0.704225352112676
"3130",2012-02-06,"p2Pool",2,1.40845070422535
"3131",2012-02-07,"DeepBit",63,43.1506849315069
"3132",2012-02-07,"Unknown",31,21.2328767123288
"3133",2012-02-07,"BTC Guild",21,14.3835616438356
"3134",2012-02-07,"50BTC.com",4,2.73972602739726
"3135",2012-02-07,"EclipseMC",7,4.79452054794521
"3136",2012-02-07,"p2Pool",1,0.684931506849315
"3137",2012-02-07,"Slush",13,8.9041095890411
"3138",2012-02-07,"Eligius",3,2.05479452054794
"3139",2012-02-07,"BitMinter",1,0.684931506849315
"3140",2012-02-07,"simplecoin.us",1,0.684931506849315
"3141",2012-02-07,"bitcoinPool",1,0.684931506849315
"3142",2012-02-08,"Unknown",26,18.978102189781
"3143",2012-02-08,"bitcoinPool",4,2.91970802919708
"3144",2012-02-08,"DeepBit",51,37.2262773722628
"3145",2012-02-08,"Slush",22,16.0583941605839
"3146",2012-02-08,"BTC Guild",21,15.3284671532847
"3147",2012-02-08,"p2Pool",1,0.72992700729927
"3148",2012-02-08,"EclipseMC",5,3.64963503649635
"3149",2012-02-08,"Triplemining",1,0.72992700729927
"3150",2012-02-08,"BitMinter",1,0.72992700729927
"3151",2012-02-08,"50BTC.com",2,1.45985401459854
"3152",2012-02-08,"simplecoin.us",1,0.72992700729927
"3153",2012-02-08,"Polmine",1,0.72992700729927
"3154",2012-02-08,"MTRed",1,0.72992700729927
"3155",2012-02-09,"BTC Guild",18,12.4137931034483
"3156",2012-02-09,"DeepBit",59,40.6896551724138
"3157",2012-02-09,"EclipseMC",4,2.75862068965517
"3158",2012-02-09,"Unknown",33,22.7586206896552
"3159",2012-02-09,"Slush",14,9.6551724137931
"3160",2012-02-09,"BitMinter",2,1.37931034482759
"3161",2012-02-09,"Polmine",2,1.37931034482759
"3162",2012-02-09,"bitcoinPool",1,0.689655172413793
"3163",2012-02-09,"50BTC.com",1,0.689655172413793
"3164",2012-02-09,"p2Pool",6,4.13793103448276
"3165",2012-02-09,"Triplemining",1,0.689655172413793
"3166",2012-02-09,"MTRed",3,2.06896551724138
"3167",2012-02-09,"Ozcoin",1,0.689655172413793
"3168",2012-02-10,"DeepBit",57,39.3103448275862
"3169",2012-02-10,"Slush",10,6.89655172413793
"3170",2012-02-10,"Unknown",35,24.1379310344828
"3171",2012-02-10,"BTC Guild",17,11.7241379310345
"3172",2012-02-10,"EclipseMC",6,4.13793103448276
"3173",2012-02-10,"p2Pool",5,3.44827586206897
"3174",2012-02-10,"Ozcoin",3,2.06896551724138
"3175",2012-02-10,"Eligius",3,2.06896551724138
"3176",2012-02-10,"simplecoin.us",2,1.37931034482759
"3177",2012-02-10,"Nmcbit.com",3,2.06896551724138
"3178",2012-02-10,"50BTC.com",1,0.689655172413793
"3179",2012-02-10,"Itzod",1,0.689655172413793
"3180",2012-02-10,"BitMinter",1,0.689655172413793
"3181",2012-02-10,"Triplemining",1,0.689655172413793
"3182",2012-02-11,"BTC Guild",18,13.0434782608696
"3183",2012-02-11,"Slush",11,7.97101449275362
"3184",2012-02-11,"DeepBit",58,42.0289855072464
"3185",2012-02-11,"Unknown",34,24.6376811594203
"3186",2012-02-11,"Eligius",3,2.17391304347826
"3187",2012-02-11,"Ozcoin",1,0.72463768115942
"3188",2012-02-11,"EclipseMC",6,4.34782608695652
"3189",2012-02-11,"bitcoinPool",1,0.72463768115942
"3190",2012-02-11,"MTRed",3,2.17391304347826
"3191",2012-02-11,"simplecoin.us",1,0.72463768115942
"3192",2012-02-11,"Polmine",2,1.44927536231884
"3193",2012-02-12,"Unknown",39,26
"3194",2012-02-12,"DeepBit",51,34
"3195",2012-02-12,"BTC Guild",24,16
"3196",2012-02-12,"Slush",14,9.33333333333333
"3197",2012-02-12,"p2Pool",3,2
"3198",2012-02-12,"Eligius",6,4
"3199",2012-02-12,"EclipseMC",5,3.33333333333333
"3200",2012-02-12,"Ozcoin",3,2
"3201",2012-02-12,"MTRed",2,1.33333333333333
"3202",2012-02-12,"Polmine",1,0.666666666666667
"3203",2012-02-12,"50BTC.com",1,0.666666666666667
"3204",2012-02-12,"Itzod",1,0.666666666666667
"3205",2012-02-13,"DeepBit",59,37.3417721518987
"3206",2012-02-13,"Slush",24,15.1898734177215
"3207",2012-02-13,"Unknown",30,18.9873417721519
"3208",2012-02-13,"BTC Guild",10,6.32911392405063
"3209",2012-02-13,"bitcoinPool",4,2.53164556962025
"3210",2012-02-13,"BitMinter",1,0.632911392405063
